INFO 2024-06-06 19:30:50,791 autoreload Watching for file changes with StatReloader
INFO 2024-06-06 19:36:30,750 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,751 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,753 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,755 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,758 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,760 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,762 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,763 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,765 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,766 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,780 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,782 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,783 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,784 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,785 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,787 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,788 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,790 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,791 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,791 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,809 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,810 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,811 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,812 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,813 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,814 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,822 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,823 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,824 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,825 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,830 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,831 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,833 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,834 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,835 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,836 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,836 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,837 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,838 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,839 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,840 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,841 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,842 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,843 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,845 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,846 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,848 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,849 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,850 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,851 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,852 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,853 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,854 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,854 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,855 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,856 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,857 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,858 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,860 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,861 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,862 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,863 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,864 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,865 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,866 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,867 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,868 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,869 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,869 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,877 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,878 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,879 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,881 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,882 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,884 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,885 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,887 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,888 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,890 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,891 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,892 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,894 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,895 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,895 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,897 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,899 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,912 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,914 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,915 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,916 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,931 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,942 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,943 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,960 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,966 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,967 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,969 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,997 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,999 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,001 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,002 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,003 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,004 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,005 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,006 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,016 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,018 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,019 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,021 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,022 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,023 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,023 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,024 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,025 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,026 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,027 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,028 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,029 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,139 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,143 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,174 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,176 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,178 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,182 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,186 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,188 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,192 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,203 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,204 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,206 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,207 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,208 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,220 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,222 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,223 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,224 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,224 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,225 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,226 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,227 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,228 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,229 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,229 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,230 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,231 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,235 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,236 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,237 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,238 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,252 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,253 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,254 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,255 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,256 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,257 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,258 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,259 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,259 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,468 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,471 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,474 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,476 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,489 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,493 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,495 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,507 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,509 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,510 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,534 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,537 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,541 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,544 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,546 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,566 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,574 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,576 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,603 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,607 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,610 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,612 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,618 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,620 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,621 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,622 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,623 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,624 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,625 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,626 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,627 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,628 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,628 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,629 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,630 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,631 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,666 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,669 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,671 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,673 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,674 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,675 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,676 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,676 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,677 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,686 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,703 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,704 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,705 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,706 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,707 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,708 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,709 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,710 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,711 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,711 views Existing Contact - Full Name: ['Aryan'], Company: , Photo Path: , Email: {'home': [], 'internet': []}, Phone No: {'cell': ['(972) 800-4944'], 'home': [], 'pref': []}
INFO 2024-06-06 19:36:31,712 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,713 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,713 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,714 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,715 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,716 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,717 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,718 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,719 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,720 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,721 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,721 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,722 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,723 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,724 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,725 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,726 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,727 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,727 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,728 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,729 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,730 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,731 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,732 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,733 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,734 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,734 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,735 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,736 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,737 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,738 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,739 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,740 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,741 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,742 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,743 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,744 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,744 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,767 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,769 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,770 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,771 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,772 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,773 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,774 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,775 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,775 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,791 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,792 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,793 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,794 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,795 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,796 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,797 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,797 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,798 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,799 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,800 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,801 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,802 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,803 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,804 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,805 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,806 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,807 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,808 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,809 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,810 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,810 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,811 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,812 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,813 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,814 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,815 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,816 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,817 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,818 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,819 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,820 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,820 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,821 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,822 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,823 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,824 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,825 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,826 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,827 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,827 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,828 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,829 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,830 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,831 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,832 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,833 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,834 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,835 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,836 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,837 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,838 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,838 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,839 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,840 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,841 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,842 views Existing Contact - Full Name: ['Q'], Company: , Photo Path: , Email: {'home': [], 'internet': []}, Phone No: {'cell': [], 'home': [], 'pref': []}
INFO 2024-06-06 19:36:31,842 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,842 views Existing Contact - Full Name: ['Q'], Company: , Photo Path: , Email: {'home': [], 'internet': []}, Phone No: {'cell': [], 'home': [], 'pref': []}
INFO 2024-06-06 19:36:31,843 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,843 views Existing Contact - Full Name: ['Q'], Company: , Photo Path: , Email: {'home': [], 'internet': []}, Phone No: {'cell': [], 'home': [], 'pref': []}
INFO 2024-06-06 19:36:31,843 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,844 views Existing Contact - Full Name: ['Q'], Company: , Photo Path: , Email: {'home': [], 'internet': []}, Phone No: {'cell': [], 'home': [], 'pref': []}
INFO 2024-06-06 19:36:31,844 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,845 views Existing Contact - Full Name: ['Q'], Company: , Photo Path: , Email: {'home': [], 'internet': []}, Phone No: {'cell': [], 'home': [], 'pref': []}
INFO 2024-06-06 19:36:31,845 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,845 views Existing Contact - Full Name: ['Q'], Company: , Photo Path: , Email: {'home': [], 'internet': []}, Phone No: {'cell': [], 'home': [], 'pref': []}
INFO 2024-06-06 19:36:31,845 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,846 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,851 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,857 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,858 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,859 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,868 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,877 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,891 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,892 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,893 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,895 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,896 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,897 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,898 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,899 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,900 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:31,903 views QuerySet:
INFO 2024-06-06 19:36:31,905 basehttp "POST /api/parse-vcf/ HTTP/1.1" 200 63837
INFO 2024-06-06 19:39:08,585 views  List List(id=116, name=Contacts)
INFO 2024-06-06 19:39:08,589 views  List List(id=116, name=Contacts)
INFO 2024-06-06 19:39:08,599 views  List List(id=116, name=Contacts)
INFO 2024-06-06 19:39:08,769 views  List List(id=116, name=Contacts)
INFO 2024-06-06 19:39:08,782 views  List List(id=116, name=Contacts)
INFO 2024-06-06 19:39:08,789 views  List List(id=116, name=Contacts)
INFO 2024-06-06 19:39:08,792 views  List List(id=116, name=Contacts)
INFO 2024-06-06 19:39:08,795 views  List List(id=116, name=Contacts)
INFO 2024-06-06 19:39:08,800 views  List List(id=116, name=Contacts)
INFO 2024-06-06 19:39:08,806 views  List List(id=116, name=Contacts)
INFO 2024-06-06 19:39:08,809 views  List List(id=116, name=Contacts)
INFO 2024-06-06 19:39:08,811 views  List List(id=116, name=Contacts)
INFO 2024-06-06 19:39:08,812 views  List List(id=116, name=Contacts)
INFO 2024-06-06 19:39:08,815 views  List List(id=116, name=Contacts)
INFO 2024-06-06 19:39:08,817 views  List List(id=116, name=Contacts)
INFO 2024-06-06 19:39:08,819 views  List List(id=116, name=Contacts)
INFO 2024-06-06 19:39:08,820 views  List List(id=116, name=Contacts)
INFO 2024-06-06 19:39:08,821 views  List List(id=116, name=Contacts)
INFO 2024-06-06 19:39:08,822 views  List List(id=116, name=Contacts)
INFO 2024-06-06 19:39:08,834 views  List List(id=116, name=Contacts)
